Text,Sentiment
Tractor te  DODA  betha rakhya upro kehne HO tractor nai turda  tractor dabda hove  tractor dhuan marda hove tractor tyre na kmaunda hove ya tractor band ho janda hove tan apa maniye tractor mada top link nu vdda tan banda he karru  gear kehde ch kive torna  and kehde liver ton lift control karni aa ehh tan banda he karru  fer bande nu fdao tractor  kai vaar kai company apni add lai kise bande nu 510 hjar de dinde aa v holland di beizti krauni aa,negative
Tractor ni mada banda fudu driver a,negative
Hahahha sala fuddu tractor holland,negative
Koi ta gll hai Jo tur Ni rihatractor ch koi problem Nipoora Zor mar rihaslipp kdd riha pooribilkul nai bath riha tractor,negative
22 jida koi chlda aa ouda chalo jida aa22 ji cchalde ni eida koi vi tractor nhi chalda,negative
Panter Bhatti te search kro Holland da koi mukabla ni 22g Sierra 1high aa koi demo ni Holland 50hp,negative
hon tur tain pya hor ke 100 de race te ture,positive
Tractor 1 percent ni dabda,negative
Baki jina nu tractor ware knowledge aa oh aap hi dekh lain ge,negative
Aah jera ute baitha eh khote bhajaun wala aa tractor chalaun wala ni,negative
tractor bech problem ha nahi te 3630,negative
Jatt ta bada bada Tractors da par dada aa Holland ke cheeg aa,negative
Jatt ta bada bada Tractors da par dada aa Holland ke cheeg aa,negative
Gathe ki hunde aa ji,negative
Bai ji gameen napan di gareeb kenay parkar di hundi hai,negative
22 j khett triangle shape ch howe,negative
karam nu hi gatha kehde,positive
Visve ki hunde aa veer ji,positive
veer jhere khet gool akaar de hunde hn hadd te hunde hn  ona di minti bare dasna jroor,negative
ver chare side alg hon ta marle kdn da tarika dso,negative
bai g j khet tikona hove 3 sides wala o kiwe mini da,negative
Bighe di minti kive hundi aa  Patiala area vich Gathaa kine da hunda  Please ek vedio vade acre di minti di vedio v pao,negative
Bye ji guna Karo bole jande o,positive
Bai phone ds da yar tara,negative
This formula can be applied on only right angled triangle Please make a video with Herons Formula,negative
Paji bhut vadiya kaam kr rhe ho  keep it up,positive
j 90 da con na banda hovey ta fir kivey minti hovey gi,negative
bi tara number ke aa,negative
Billa rahin ki hundafard ch likhya hunda column no3 ch rahin de naal,negative
Is nu 3 bhaga wich wandna howe ta ki kre,negative
punjab jamin naksha kida niklo,positive
jere khet duya punj bahiya hundi a ohdi minti kime karni g,negative
Thnx Bai ji for this Desi knowledge,negative
Veer g apne khet da naksha kive te kis de naam khet hai kive kadiye Nyc video,negative
Veer ji kee her thain placete fard marlya vich hundi haiya beggya vich ve,negative
Marle in Compare which One kile,negative
Plz tuhada whatsapp no send kardo ik Fard di samaj nhi a rhi Plz J Tusi help Kr do,negative
Veer  hisse da ki Matlab Plz daseo,negative
Koka brother Good luck new video lai,positive
Pl call me jasvir singh no9463384149,negative
Very precise and simple Thanks a lot for your time,positive
Veere soda whatsapp number deo,negative
veer sade killa bandi nhai ho hoi odi farda kiwe padi jayo gayi daso,negative
Nice veer ji sira la ta,positive
Nice veer ji garduri bare v daso veer ji,positive
Farad bare puri jankari dso g,positive
OK veer  thanks  wait few minutes,positive
Hor ve daso saara kuch,negative
Theek jankari diti hair g,negative
131 hissa kida dekhange bai ji,negative
Veer je kise da hissa Mines ch hove tab fer ohhda ki hissab kitaab hunda dassi veere for exmple    14,negative
Y ik kille vich kine kanal hunde aw,negative
Veer ji intkal mutationkida read krde aa,negative
Y g jdo jmaeen vechi hundi aa os da ik allag indraj kita hunda te es krke total jameen kitho pta lagegi eh confusion aa ik hor ques Jdo koi jameen  bai lainda hai ta os bande da naam malik de khate wich kio ni aunda kashtkar hi dikhda jinaa time taksim ni hundi,negative
Jameen mere nam hai main LAINI nahi chaunda mere father nu ki karna Chahida,negative
Thanks for the information Very precise and accurate,positive
paji jmeen intkall chadi kis kis de naam te,negative
paji plz num send kro,negative
Bai apni jameen online map take kiwe dekh sakde haes tae v vir vedio banaooo g,negative
hloooo veer ji farad uper lye gye loan wich ,negative
to ki matlab hai ji,negative
marle to kannala kive bnoni a,negative
rupiya de hisab NAL DSO ji,positive
Sir  jaise  6 month Jan  to  June  ka  nikalna  aa  ta 180 dys  da  kra  ge  ya 312831303130181 dys ka  karege,negative
Veere fard wali vedio ik vari fer saf saf banaiyo,negative
Eh ta parents de hisab nal hai rupiya de hisab nal koti tarika daso,negative
ft60 or ft6055 which one is best,positive
Veer ji jekar karje da viaj vich na hove rupee vich hove  fir kive hisab banno,negative
Kirpa karke 7087701246 WhatsApp number te dasso ji,negative
22 gi bhut vdia jankari diti eda hor vi jankari dende rho   thanks,neutral
Veer apna number send kri .,negative
veer g apna namber send kro plze,negative
y g soda nosend kareo,negative
Gatthhe ki hunde aaa bai,negative
1 kale 160 Marley banne,negative
Thanks for you time and efforts,positive
sirek vishvavich kine sqrfoot hunde aa,negative
Bro copy kr skda video tuhadi,negative
Vir  3086 Biju he 4 Nov nu,negative
28feb nu 6 kg lassi di Spry koti,negative
4 March nu pili atte Burri  Da attact ho Gia,negative
Vir aeda jhar kina hoea ae vi jarur dassna,negative
Please continue such type of information timely sothat peasantry can avail your healthy advice,positive
baai 26 October nu biji c last paani kdho launa,negative
15 march to baad pani lgon nal kiwe chhad ght janda a pls dso,negative
Rat nu pani lae se knk deg ge,negative
jankari good aa sir ji bt j kise di pani di bari din di howe ta oh ki kare,positive
Vr Ji pls apna no sent kro,negative
vr light ta din tm ondi aa rat nu kive lg sak da aa pani,negative
bijli time te nahi mildi,negative
jankari lai boht both dhanvad,negative
22 g jeri 20 Nov toh 30nov tak biji ohnu akhri pani kdo dayiea,negative
bilkul sahi hai pardhan ji per sanu vi ikmuth ho kelarhna pavega is lai kisan veero jago je asin na jage ta is da natija sanu bhugtana pavega giandass 1gmailcom,negative
Shi gl ea ji sodi jva,neutral
Bilkul sahi sahib ji bahot vadia,positive
Sch a bapu gpr mnnuga kon,negative
Dr swaminathan di report nu laggu krvao sare ikatte ho k nai kissani nu koi ni bacha sakda,negative
Bilkul sahi aakhea pardhan ji,neutral
Chona te kanak swami Nathan report vicho bahr rakhi hai centr govt ne,negative
Great great govt want kill farmering for corporate houses   Farmer should  unit togather  thanks,positive
jad ejanda ek a ta manch allag allag kao,negative
Thaudi soch nu 100 var salam a baba ji,negative
aa jo shed bnaye baans lga lga k hneri tej vich labbna ni ehna kidr nu udd gye oda ni biji ja sakdi sabji aa chaanniya to begair jidda pog dhraya hunda,negative
if there is much  profit why govt itself do not  make cultivation in its OWN 3300 acre govt land in punjab and earn revenue    k j bhutta,negative
Ameer bandea da km a eh ta,negative
sahed te kharcha garib Kisan kithon laiga,negative
Koi shed Ni pauna 1020ya50 lac rupay vi lagaun di koi zarurat nahin hai ji,negative
Ikk acre vichon ikk saal da ghatto ggatt 4 lac to 6 lac rupees kmaun layi kissan veer sampark kro Advanced hybrid tissueculture agriculture technology naal kheti krke Fassal kattan vadhan te bechan di tolal zimedaari saadi corporation di hai ji Court agreement krke 100 legal te argainic trike naal Pehlan hor kissana de Khetan vich lagge hoye project  dekho fir khud shuru kro ji Vadhere jaankari layi Contact kro whatsup 9914648229 calling 9914304329,negative
ik polly house kinne sal challu eh vi clear karo,negative
Sari dekt mandi di aa kissn di sbji rs 1 kg bikni aa tv ty bolna sokha,negative
Polyhouse lavon le ja reper karwan le call kro 98765262099463413532,negative
STOP STOP AND STOP this is GMO FOOD SEEDS MADE from MONSANTO in LAB with CHEMICAL do not eat this FOOD its DANGEROUS for HUMAN BODY STUDY PROVED THAT,negative
very good video very help full thanks and continue same videos,positive
boht changa uprala vai geho jehe hor video pao baki kanak lag jandee is ch ganna,negative
sir Eh rishwat rushwat paa ke Sabh kinna k lag jaoo Patwari de 1000 Fer subsidy len de kinne k laggne nale 23 saal ch mil janee subsidy please das dena veer g Wakei dar lagda saab ji eh panga len ton je sareyan ne laate poly ghar te tmatar sasta ho jana g fer 5 lakh nee 1 lakh v aukha bachna lagda kirpa karke channa paona ji,negative
is polyhouse da address ki please send me at 9888843524 or jsinghdhindsa28gmailcom,negative
Ik kanaal da kharcha kina hai,negative
From where I can that bricks easily,positive
Video de naal contect number b likhya kro maharaaj  beacuse  jindgi jyon di misaal mihnat karna,negative
Bhut vdiya paji Good video and anchoring,positive
Veer g aasi India  ton rose di  kalam le k aaye c par kuj der ton bad eh suk gai aa,negative
Kuj tarika daso k eh fir ton green ho jave,negative
Gal eh hai k bahar bahut hi cold hai asdi plant inside keep kita hai,negative
cocopeat 1kg milda hai 3032rs ch,negative
Ja punjabi bol la ja pori tarah english bol la Ancur vadiya,negative
Oh  so he lived in Manhattan  New York City  well i have seen lot of this stuff growing on rooftop here  i never paid attention but its very effective and pure Good Job,positive
Agar punjab nu Agge lai janaa   taa sanu eh trike apnone paine aa,negative
Pajji inha da adress ki hai chandigarh wich,negative
Kis city ch ae eh,negative
its hydroponics technique  uses of coco peat rather than soil and continues flow of water in roots awesome fertilizers are provided with fertigation methodmixing fertilizers with water,positive
Please provide a Contact No of Shri Somveer Singh Ji,positive
veera mete to bina plant kyda ogg sakdya ne,negative
Bhaji plz awareness camp lagga k hor loka nu v jagruk karo Its an amazing effort,positive
V nice sir mughe v bahut shonk h  m v kr rhi ha lakin poori knowledge nai h,negative
Veer ji coco de reshy  kitho miln ge kihry shop to plz daso ji m woman m ghar sabji bizny h,negative
Contact no of somveer anand ji,negative
Veere main Ludhiana city ch Hydroponics lagaye c te bahut wadiya cheej hai eh,negative
Ik tan tuhanu fresh air mildi aa te organic vegetables v mildiyaan ne,positive
Its not good for ur health,negative
beautiful job majah aa geya video dekh a,positive
Kithon he eh smaal farm,negative
Hats off to innovation  innovator,positive
Thank you brother nice vedio good information,positive
Very good work done by Somveer ji,positive
Very cerditable  Keep it up  do share your good work with the society  plz,negative
bhaji mere number te call kro please 9781132693,negative
Why are Singh speaking English in Punjabi program,negative
Some ji send me u r contact my what shop 4034650036,negative
hydroponics kheti ahh Israel to takneek lai a paglo ehnu warto changi Tara,negative
This guy is smart but its very hard to get peat moos in India to grow stuff in pots,negative
And he is using artificial nutrients like uria npk dap etc Thats what we are already doing for years,negative
Hello Davinder Sahni Calgary CanadaI saw ur video Somveer SinghSir u have done a great jobWe need this technique in Punjab specially because too much pesticides and pollutionGood job sir and thanks Tv PunjabNowhere on earth is better than PUNJAB,positive
Gl smjhauni ni aai ji tuhanu,negative
Khaad d matra pani dena  buta launa sb dso sir,negative
nice video and speaking skill,positive
eho jahe bande punjab nu sidhe raste paunge,negative
Were manufactures of exfoliated vermiculiteVermiculite is a soil conditioner and used for soilless farming  Vermiculite is available from us97174107709891650044,negative
Bhut bhut vadia veer ji,positive
Somveer ji this is the great work,positive
Great a lot of love from Canada,positive
Somvir g apna contact no do please my no 8968246866,negative
Somveer Singh Anand g da contact number mil sakda I want to do this09530586812 plz send me your number by WhatsApp,negative
Dev anand bangu tussee bhi alag zo badia hai zanta layee oh de rehe ho,negative
how to see this agricultural land,positive
please give me contact no sir,negative
9780012759 please contact me  veer,negative
ohna da phone no send kr sakde ho,negative
veryyyyyyyyyyyyyyy nice pls send ur phone no I also want to do this i want to learn from u,positive
Awesome Punjab need such revolution to teach every home,positive
So great work i salute you 22 g,positive
I also want to do this,positive
Plz tell me sir how can I do,negative
anand veerji tusi tan kamaal kar dittaes technology nu jada ton jada flao jibahut vadea ji,negative
Thank you for covering such an important topic Very informative and interesting video,positive
"d	 With Best Compliments From  SSKheri",positive
So biutiful so nice good job wow you are garyt vir ji,positive
Es tra shota kisan kare ta khudkhusi ne kar sakde,negative
Hats off to you Somveer Singh for a revolutionary step and Navreet Singh for reporting Can we grow off season produce The nutrients used are they available easilyIs this hydroponics,positive
Thank you for this  pls do see our website wwwpindfreshcom  and Happy to answer any questions  queries on this subject,positive
Tnoda practical work jiada dikhavo dikhauna tusi hi hai kisi sarkari adarey ne kuj nahi karna,negative
Nice yar tu nika jiha munda baba bulle shah dian lines yad kitian jadon v interview karo dhukvi jagah te siania peera  darvesha dealfaz varto navi peedi vastey,neutral
bahut he vdea    he  kisan karje to mukat ho javega  istra kre ta,negative
panag  gooos Carrier M G G 9814840909,negative
Jis tran srdar ji ne apna pind begampura bnaea sarean punjabi veera de ehi sooch honi chahie,negative
Srdar kahaona soukha bnna bahut aokha very nice srdar ji,positive
Bai g aa ta sade uncle g hond da pind hai te ethe kulfian v bhooth sastian mildian,negative
lok v bhaout marra na vicharra nahi  reporter theek kha raha ha lok nu kon samaja,negative
Good job thanks for this great work for others  everyone do for him  her or family but nobody do for others,positive
The thinking of reporter is somewhere negative,negative
pind premi Punjab premi desh premi he kehsakda rub tuhadi such    nu traki bakse,negative
